allocation_id,target_type,target_id,item,lexeme_id,sense_id,source_record_id,object_class,sense_status,expected_receptive,expected_productive,formulaic_expectation,grammar_pcic_section,grammar_category,grammar_kind,mwu_object_class,mwu_subtype,first_introduction_island,module_id,module_name,island_name,global_island_order,allocation_authority,allocation_basis,allocation_reason,source_assertion_ids,regional_policy,v1_41_planning_budget,v1_42_actual_count_for_target_type,story_blueprint_status,notes,v1_42_first_introduction_island,first_introduction_story,local_reuse_story,near_transfer_story,distant_or_terminal_story,recycle_route_class,v1_43_first_introduction_story,v1_43_local_reuse_story,v1_43_near_transfer_story,v1_43_distant_or_terminal_story,v1_44_sequence_audit_status
SEQ-A1-000714,MWU_SOURCE_UNIT,12B1-MWU-0038,escuchar la radio,,,12B1-MWU-0038,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S2,A1-M06-I02-S3,A1-M06-I03-S1,A1-M07-I02-S1,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S1,A1-M06-I02-S2,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000715,MWU_SOURCE_UNIT,12B1-MWU-0039,escuchar música,,,12B1-MWU-0039,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S1,A1-M06-I02-S3,A1-M06-I03-S1,A1-M07-I02-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S1,A1-M06-I02-S2,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000716,MWU_SOURCE_UNIT,12B1-MWU-0040,escuchar una canción,,,12B1-MWU-0040,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S2,A1-M06-I02-S3,A1-M06-I03-S2,A1-M07-I02-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S1,A1-M06-I02-S2,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000717,MWU_SOURCE_UNIT,12B1-MWU-0041,hacer deporte,,,12B1-MWU-0041,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S1,A1-M06-I02-S2,A1-M06-I03-S2,A1-M07-I02-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S1,A1-M06-I02-S2,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000718,MWU_SOURCE_UNIT,12B1-MWU-0042,hacer ejercicio,,,12B1-MWU-0042,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S2,A1-M06-I02-S3,A1-M06-I03-S3,A1-M07-I02-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S2,A1-M06-I02-S3,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000719,MWU_SOURCE_UNIT,12B1-MWU-0043,hacer gimnasia,,,12B1-MWU-0043,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S1,A1-M06-I02-S3,A1-M06-I03-S3,A1-M07-I02-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S1,A1-M06-I02-S2,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000720,MWU_SOURCE_UNIT,12B1-MWU-0054,jugar al baloncesto,,,12B1-MWU-0054,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S2,A1-M06-I02-S3,A1-M06-I03-S1,A1-M07-I02-S1,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S2,A1-M06-I02-S3,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000721,MWU_SOURCE_UNIT,12B1-MWU-0055,jugar al fútbol,,,12B1-MWU-0055,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S1,A1-M06-I02-S2,A1-M06-I03-S1,A1-M07-I02-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S1,A1-M06-I02-S2,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000722,MWU_SOURCE_UNIT,12B1-MWU-0056,jugar al tenis,,,12B1-MWU-0056,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S2,A1-M06-I02-S3,A1-M06-I03-S2,A1-M07-I02-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S2,A1-M06-I02-S3,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000723,MWU_SOURCE_UNIT,12B1-MWU-0057,leer el periódico,,,12B1-MWU-0057,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S1,A1-M06-I02-S3,A1-M06-I03-S2,A1-M07-I02-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S1,A1-M06-I02-S2,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000724,MWU_SOURCE_UNIT,12B1-MWU-0058,leer un libro,,,12B1-MWU-0058,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S2,A1-M06-I02-S3,A1-M06-I03-S3,A1-M07-I02-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S2,A1-M06-I02-S3,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000725,MWU_SOURCE_UNIT,12B1-MWU-0059,leer una revista,,,12B1-MWU-0059,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S2,A1-M06-I02-S3,A1-M06-I03-S1,A1-M07-I02-S1,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S2,A1-M06-I02-S3,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000726,MWU_SOURCE_UNIT,12B1-MWU-0062,ver la televisión,,,12B1-MWU-0062,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S1,A1-M06-I02-S2,A1-M06-I03-S3,A1-M07-I02-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S1,A1-M06-I02-S2,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000727,MWU_SOURCE_UNIT,12B1-MWU-0063,ver una película,,,12B1-MWU-0063,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S2,A1-M06-I02-S3,A1-M06-I03-S2,A1-M07-I02-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S2,A1-M06-I02-S3,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000728,MWU_SOURCE_UNIT,12B1-MWU-0068,leer un periódico,,,12B1-MWU-0068,MWU_SOURCE_UNIT,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,NO_DEFAULT,,,,COLLOCATION,VERB_COLLOCATION,A1-M06-I02,M06,"Ocio, gustos y vida social","Música, deporte y medios",22,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,PHASE6_SOURCE_LAYER + MWU_ONTOLOGY + FIRST_FUNCTIONAL_CONTEXT,SEMANTIC_FUNCTIONAL_MWU_PLACEMENT,,,8,16,COMPLETE_16D_AUDITED,"MWU identity is preserved; component unigram frequency is never substituted for MWU frequency. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I02,A1-M06-I02-S1,A1-M06-I02-S3,A1-M06-I03-S1,A1-M07-I02-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I02-S1,A1-M06-I02-S2,A1-M06-I03-S2,A1-M07-I02-S3,PASS
SEQ-A1-000729,SENSE,SENSE-A1-000103,canción,LEX-A1-000101,SENSE-A1-000103,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M06-I03,M06,"Ocio, gustos y vida social",¿Quieres venir?,23,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000340,,19,13,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I03,A1-M06-I03-S1,A1-M06-I03-S2,A1-M06-I04-S1,A1-M07-I03-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I03-S1,A1-M06-I03-S2,A1-M06-I04-S2,A1-M07-I03-S3,PASS
SEQ-A1-000730,SENSE,SENSE-A1-000105,cantar,LEX-A1-000103,SENSE-A1-000105,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M06-I03,M06,"Ocio, gustos y vida social",¿Quieres venir?,23,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000342,,19,13,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I03,A1-M06-I03-S2,A1-M06-I03-S3,A1-M06-I04-S3,A1-M07-I03-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I03-S2,A1-M06-I03-S3,A1-M06-I04-S2,A1-M07-I03-S3,PASS
SEQ-A1-000731,SENSE,SENSE-A1-000137,circo,LEX-A1-000135,SENSE-A1-000137,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M06-I03,M06,"Ocio, gustos y vida social",¿Quieres venir?,23,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000385,,19,13,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I03,A1-M06-I03-S1,A1-M06-I03-S3,A1-M06-I04-S2,A1-M07-I03-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I03-S1,A1-M06-I03-S2,A1-M06-I04-S2,A1-M07-I03-S3,PASS
SEQ-A1-000732,SENSE,SENSE-A1-000164,correr,LEX-A1-000162,SENSE-A1-000164,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M06-I03,M06,"Ocio, gustos y vida social",¿Quieres venir?,23,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000417,,19,13,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I03,A1-M06-I03-S2,A1-M06-I03-S3,A1-M06-I04-S1,A1-M07-I03-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I03-S2,A1-M06-I03-S3,A1-M06-I04-S2,A1-M07-I03-S3,PASS
SEQ-A1-000733,SENSE,SENSE-A1-000228,escuchar,LEX-A1-000224,SENSE-A1-000228,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M06-I03,M06,"Ocio, gustos y vida social",¿Quieres venir?,23,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000486;SA-A1-000487,,19,13,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I03,A1-M06-I03-S1,A1-M06-I03-S2,A1-M06-I04-S3,A1-M07-I03-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I03-S1,A1-M06-I03-S2,A1-M06-I04-S2,A1-M07-I03-S3,PASS
SEQ-A1-000734,SENSE,SENSE-A1-000272,gimnasia,LEX-A1-000267,SENSE-A1-000272,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M06-I03,M06,"Ocio, gustos y vida social",¿Quieres venir?,23,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000540,,19,13,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I03,A1-M06-I03-S2,A1-M06-I03-S3,A1-M06-I04-S2,A1-M07-I03-S1,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I03-S2,A1-M06-I03-S3,A1-M06-I04-S2,A1-M07-I03-S3,PASS
SEQ-A1-000735,SENSE,SENSE-A1-000325,jugar,LEX-A1-000319,SENSE-A1-000325,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M06-I03,M06,"Ocio, gustos y vida social",¿Quieres venir?,23,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000603,,19,13,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I03,A1-M06-I03-S1,A1-M06-I03-S3,A1-M06-I04-S1,A1-M07-I03-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I03-S1,A1-M06-I03-S2,A1-M06-I04-S2,A1-M07-I03-S3,PASS
SEQ-A1-000736,SENSE,SENSE-A1-000388,música,LEX-A1-000381,SENSE-A1-000388,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M06-I03,M06,"Ocio, gustos y vida social",¿Quieres venir?,23,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000675,,19,13,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I03,A1-M06-I03-S2,A1-M06-I03-S3,A1-M06-I04-S3,A1-M07-I03-S2,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I03-S2,A1-M06-I03-S3,A1-M06-I04-S2,A1-M07-I03-S3,PASS
SEQ-A1-000737,SENSE,SENSE-A1-000435,parque,LEX-A1-000427,SENSE-A1-000435,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M06-I03,M06,"Ocio, gustos y vida social",¿Quieres venir?,23,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000733,,19,13,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I03,A1-M06-I03-S1,A1-M06-I03-S2,A1-M06-I04-S2,A1-M07-I03-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I03-S1,A1-M06-I03-S2,A1-M06-I04-S2,A1-M07-I03-S3,PASS
SEQ-A1-000738,SENSE,SENSE-A1-000439,película,LEX-A1-000431,SENSE-A1-000439,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M06-I03,M06,"Ocio, gustos y vida social",¿Quieres venir?,23,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000739,,19,13,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I03,A1-M06-I03-S2,A1-M06-I03-S3,A1-M06-I04-S1,A1-M07-I03-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I03-S2,A1-M06-I03-S3,A1-M06-I04-S2,A1-M07-I03-S3,PASS
SEQ-A1-000739,SENSE,SENSE-A1-000492,radio,LEX-A1-000483,SENSE-A1-000492,,ATOMIC,A1_CORE_NORMATIVE,REQUIRED,CONTEXTUAL_OR_FUNCTION_BOUND,,,,,,,A1-M06-I03,M06,"Ocio, gustos y vida social",¿Quieres venir?,23,SPANISHSTORIES_EDITORIAL_SEQUENCE_DECISION,SOURCE_ASSERTION + SENSE_SCOPE + COMMUNICATIVE_FUNCTION + SEMANTIC_DOMAIN + MODE_POLICY,SEMANTIC_FUNCTIONAL_FIRST_INTRODUCTION,SA-A1-000800,,19,13,COMPLETE_16D_AUDITED,"First introduction only; later occurrences are recycling and do not create a second allocation. 16C assigns an introduction story and explicit recycling route; recycling edges are scheduling requirements, not mastery assertions.",A1-M06-I03,A1-M06-I03-S1,A1-M06-I03-S3,A1-M06-I04-S3,A1-M07-I03-S3,CORE_OR_STRUCTURAL_ROUTE,A1-M06-I03-S1,A1-M06-I03-S2,A1-M06-I04-S2,A1-M07-I03-S3,PASS
